r0,r1,r2,E
3.1,0.97,2.948299814440361,-150.65365
3.15,0.97,2.9450659517791222,-150.65365
3.35,0.97,2.96920318455298,-150.65365
2.2,0.97,2.8470018267370563,-150.6536414
3.1,0.97,2.9652279116110893,-150.65364
3.25,0.97,2.956259447256764,-150.65364
3.4,0.97,2.9847044954301385,-150.65364
3.05,0.97,2.985358372364589,-150.65363
3.15,0.97,2.9619782079105232,-150.65363
3.2,0.97,2.9589256757036986,-150.65363
3.3,0.97,2.970747894898644,-150.65363
3.45,0.97,3.0007420601415324,-150.65363
3.5,0.97,3.0173789938947992,-150.65363
2.8,0.97,1.9851832561778233,-150.6536272
3.05,0.97,3.0021969498071432,-150.65362
3.1,0.97,2.9821497182597265,-150.65362
3.25,0.97,2.973010571747919,-150.65362
3.35,0.97,2.9856155144291434,-150.65362
2.8,0.97,3.2887327370029986,-150.6536112
3.15,0.97,2.9789013088909666,-150.65361
3.2,0.97,2.9757927125514003,-150.65361
3.3,0.97,2.987382268921642,-150.65361
3.4,0.97,3.000925279495939,-150.65361
3.45,0.97,3.0167402767010443,-150.65361
3.05,0.97,3.019003672464971,-150.6536
3.1,0.97,2.9990602299309432,-150.6536
3.35,0.97,3.002102975918557,-150.6536
3.5,0.97,3.0331234951670045,-150.6536
3.15,0.97,2.995829959689751,-150.65359
3.2,0.97,2.992683038549652,-150.65359
3.25,0.97,2.9898035830815175,-150.65359
3.4,0.97,3.0172353003856496,-150.65359
3.05,0.97,3.035773992369124,-150.65358
3.1,0.97,3.0159545288123293,-150.65358
3.3,0.97,3.0040718896618177,-150.65358
3.45,0.97,3.0328420563300726,-150.65358
2.7,0.97,3.3292220210446635,-150.6535731
3.05,0.97,3.05250344313597,-150.65357
3.15,0.97,3.0127589535904384,-150.65357
3.2,0.97,3.0095911599807454,-150.65357
3.25,0.97,3.0066327070121366,-150.65357
3.35,0.97,3.0186593569752938,-150.65357
3.5,0.97,3.048986060508706,-150.65357
2.9,0.97,3.2286826118385252,-150.6535624
3.1,0.97,3.0328277826437815,-150.65356
3.3,0.97,3.020810799824451,-150.65356
3.4,0.97,3.033628190797283,-150.65356
3.05,0.97,3.06918763871147,-150.65355
3.15,0.97,3.029683171323747,-150.65355
3.25,0.97,3.023492257061803,-150.65355
3.45,0.97,3.049040892557389,-150.65355
3.1,0.97,3.0496752435992254,-150.65354
3.2,0.97,3.026511671401578,-150.65354
3.35,0.97,3.0352785279431416,-150.65354
3.5,0.97,3.0649600626164166,-150.65354
3.05,0.97,3.0858222721135027,-150.65353
3.15,0.97,3.0465975801504364,-150.65353
3.3,0.97,3.0375931279598203,-150.65353
3.4,0.97,3.05009766152744,-150.65353
3.05,0.97,3.1024031141754116,-150.65352
3.1,0.97,3.0664922471458262,-150.65352
3.2,0.97,3.043439255007454,-150.65352
3.25,0.97,3.0403766342538683,-150.65352
3.35,0.97,3.0519544421596114,-150.65352
3.45,0.97,3.0653303516304744,-150.65352
3.1,0.97,3.0832742108854156,-150.65351
3.15,0.97,3.0634972329007297,-150.65351
3.3,0.97,3.0544130885346314,-150.65351
3.4,0.97,3.066637502520352,-150.65351
3.5,0.97,3.0810389403978595,-150.65351
3.05,0.97,3.1189260122936715,-150.6535
3.2,0.97,3.0603686799275103,-150.6535
3.25,0.97,3.057280326749848,-150.6535
3.05,0.97,3.13538688918226,-150.65349
3.1,0.97,3.100016633382481,-150.65349
3.15,0.97,3.0803772669763423,-150.65349
3.35,0.97,3.0686811364081463,-150.65349
3.45,0.97,3.0817040740473445,-150.65349
3.2,0.97,3.0772948014592414,-150.65348
3.25,0.97,3.0741979093980962,-150.65348
3.3,0.97,3.071264981884717,-150.65348
3.4,0.97,3.0832415837423355,-150.65348
3.5,0.97,3.0972162010193185,-150.65348
3.05,0.97,3.15178174163607,-150.65347
3.1,0.97,3.1167150929827008,-150.65347
3.15,0.97,3.097232903320748,-150.65347
3.35,0.97,3.0854527312293043,-150.65347
3.45,0.97,3.0981557758917266,-150.65347
3.05,0.97,3.168106639305454,-150.65346
3.1,0.97,3.1333652466256536,-150.65346
3.2,0.97,3.0942125602491424,-150.65346
3.25,0.97,3.091124043202724,-150.65346
3.3,0.97,3.0881431940586865,-150.65346
3.4,0.97,3.099903855892831,-150.65346
3.5,0.97,3.1134854217357004,-150.65346
3.15,0.97,3.1140594453629062,-150.65345
3.05,0.97,3.184357723483747,-150.65344
3.1,0.97,3.1499628286550196,-150.65344
3.15,0.97,3.1308522779392494,-150.65344
3.2,0.97,3.1111169814260062,-150.65344
3.25,0.97,3.108053474720656,-150.65344
3.3,0.97,3.105042196561758,-150.65344
3.35,0.97,3.1022634311012673,-150.65344
3.45,0.97,3.1146792499828986,-150.65344
2.8,0.97,3.4262777526350114,-150.6534326
3.05,0.97,3.2005312059094186,-150.65343
3.1,0.97,3.1665036496292855,-150.65343
3.4,0.97,3.116618350962842,-150.65343
3.5,0.97,3.129840251514444,-150.65343
2.9,0.97,3.3850312693619125,-150.6534275
3.05,0.97,3.2166233675843063,-150.65342
3.15,0.97,3.147606866198374,-150.65342
3.2,0.97,3.1280031736929694,-150.65342
3.25,0.97,3.124981035394266,-150.65342
3.3,0.97,3.121956546008493,-150.65342
3.35,0.97,3.1191075244995945,-150.65342
3.45,0.97,3.131268366851237,-150.65342
3.1,0.97,3.1829835951356755,-150.65341
3.2,0.97,3.1448663283839826,-150.65341
3.4,0.97,3.1333791826512187,-150.65341
3.5,0.97,3.146274412464267,-150.65341
2.4,0.97,2.0408480229968213,-150.6534058
2.1,0.97,2.751319579520202,-150.6534034
3.05,0.97,3.232630557609189,-150.6534
3.1,0.97,3.199398624609777,-150.6534
3.15,0.97,3.164318754492511,-150.6534
3.25,0.97,3.141901640826556,-150.6534
3.3,0.97,3.138880883692719,-150.6534
3.35,0.97,3.1359793838456738,-150.6534
3.05,0.97,3.248549192037808,-150.65339
3.15,0.97,3.180983565259516,-150.65339
3.2,0.97,3.161701718489967,-150.65339
3.45,0.97,3.147917075550229,-150.65339
3.05,0.97,3.2643757527502846,-150.65338
3.1,0.97,3.2157447701630737,-150.65338
3.25,0.97,3.1588102900054147,-150.65338
3.3,0.97,3.1558099350824405,-150.65338
3.35,0.97,3.152873465352912,-150.65338
3.4,0.97,3.150180546648834,-150.65338
3.5,0.97,3.1627817010795733,-150.65338
3.1,0.97,3.2320181354203723,-150.65337
3.15,0.97,3.197596997898792,-150.65337
3.2,0.97,3.1785046976595295,-150.65337
3.45,0.97,3.164619404315391,-150.65337
3.05,0.97,3.2801067863467326,-150.65336
3.25,0.97,3.175702064483054,-150.65336
3.35,0.97,3.169784308779217,-150.65336
3.4,0.97,3.1670167208002935,-150.65336
3.5,0.97,3.1793559893111176,-150.65336
3.05,0.97,3.295738903061755,-150.65335
3.1,0.97,3.2482148943689055,-150.65335
3.15,0.97,3.2141548276442844,-150.65335
3.2,0.97,3.1952706991787485,-150.65335
3.3,0.97,3.172738509247109,-150.65335
3.45,0.97,3.181369461080192,-150.65335
3.05,0.97,3.3112687757003743,-150.65334
3.1,0.97,3.264331290220682,-150.65334
3.15,0.97,3.2306529044373753,-150.65334
3.2,0.97,3.2119952349341854,-150.65334
3.25,0.97,3.192572127516311,-150.65334
3.4,0.97,3.1838820651524133,-150.65334
1.9,0.97,2.5609450371035667,-150.653333
3.05,0.97,3.3266931385958496,-150.65333
3.1,0.97,3.2803636342894733,-150.65333
3.3,0.97,3.1896614982241704,-150.65333
3.35,0.97,3.1867065370939347,-150.65333
3.5,0.97,3.1959912254732745,-150.65333
3.15,0.97,3.2470871518022686,-150.65332
3.2,0.97,3.2286738943629545,-150.65332
3.25,0.97,3.2094157231731266,-150.65332
3.3,0.97,3.2065738763313916,-150.65332
3.4,0.97,3.2007710218983,-150.65332
3.45,0.97,3.1981614338587243,-150.65332
2.7,0.97,3.435579632319322,-150.6533102
3.05,0.97,3.3420087865897425,-150.65331
3.1,0.97,3.2963083048836714,-150.65331
3.15,0.97,3.263453565726195,-150.65331
3.35,0.97,3.2036348560669228,-150.65331
3.5,0.97,3.2126814349979753,-150.65331
2.8,0.97,1.9012524828345987,-150.6533075
3.05,0.97,3.357212574034481,-150.6533
3.1,0.97,3.312161746216083,-150.6533
3.15,0.97,3.279748213546546,-150.6533
3.2,0.97,3.245302343393356,-150.6533
3.25,0.97,3.226228175410103,-150.6533
3.3,0.97,3.2234706994310613,-150.6533
3.4,0.97,3.217678115225417,-150.6533
3.45,0.97,3.214989591004503,-150.6533
2.9,0.97,3.5234981497078355,-150.6532936
3.05,0.97,3.3723014138186125,-150.65329
3.1,0.97,3.3279204673315763,-150.65329
3.2,0.97,3.261876323379312,-150.65329
3.25,0.97,3.243004887125726,-150.65329
3.35,0.97,3.220564053787057,-150.65329
3.5,0.97,3.229420721045079,-150.65329
3.05,0.97,3.3872722764148557,-150.65328
3.15,0.97,3.2959672328468312,-150.65328
3.3,0.97,3.240347104151761,-150.65328
3.45,0.97,3.231848281354387,-150.65328
3.05,0.97,3.4021221889509854,-150.65327
3.1,0.97,3.3435810410533895,-150.65327
3.15,0.97,3.312106830363151,-150.65327
3.2,0.97,3.2783916500315318,-150.65327
3.25,0.97,3.2597413391934618,-150.65327
3.35,0.97,3.2374890001170225,-150.65327
3.4,0.97,3.234597951075658,-150.65327
3.05,0.97,3.416848234303542,-150.65326
3.1,0.97,3.3591401029487526,-150.65326
3.2,0.97,3.2948442123481048,-150.65326
3.3,0.97,3.2571983070730215,-150.65326
3.45,0.97,3.248731934266245,-150.65326
3.5,0.97,3.2462032649786163,-150.65326
2.5,0.97,3.240153089948547,-150.6532519
3.05,0.97,3.4314475502142843,-150.65325
3.1,0.97,3.374594350314395,-150.65325
3.15,0.97,3.3281632809026935,-150.65325
3.25,0.97,3.27643308947864,-150.65325
3.35,0.97,3.2544046460908573,-150.65325
3.4,0.97,3.251525216824994,-150.65325
1.5,0.97,1.2672807140118052,-150.6532474
2.8,0.97,3.5334848367949014,-150.6532474
3.05,0.97,3.445917328429279,-150.65324
3.1,0.97,3.3899405411823893,-150.65324
3.15,0.97,3.344132926275603,-150.65324
3.2,0.97,3.311229971546959,-150.65324
3.25,0.97,3.2930757718427075,-150.65324
3.3,0.97,3.274019603877825,-150.65324
3.35,0.97,3.2713060232603155,-150.65324
3.45,0.97,3.2656350595585923,-150.65324
3.5,0.97,3.2630233267180233,-150.65324
2.7,0.97,2.0118765365628875,-150.6532321
3.05,0.97,3.460254813860452,-150.65323
3.1,0.97,3.4051754933466967,-150.65323
3.15,0.97,3.3600121742413895,-150.65323
3.2,0.97,3.327544960002396,-150.65323
3.3,0.97,3.290806368477556,-150.65323
3.4,0.97,3.268454680889896,-150.65323
3.05,0.97,3.474457303769405,-150.65322
3.1,0.97,3.4202960834106952,-150.65322
3.15,0.97,3.3757974974709217,-150.65322
3.25,0.97,3.3096650951381794,-150.65322
3.35,0.97,3.2881882429957354,-150.65322
3.45,0.97,3.2825522473600444,-150.65322
3.5,0.97,3.2798752449731086,-150.65322
3.05,0.97,3.4885221469732697,-150.65321
3.1,0.97,3.4352992458558838,-150.65321
3.2,0.97,3.34378528018771,-150.65321
3.25,0.97,3.3261968421973,-150.65321
3.3,0.97,3.307554052113685,-150.65321
3.4,0.97,3.28538119226731,-150.65321
3.05,0.97,3.502446743072331,-150.6532
3.1,0.97,3.4501819721319054,-150.6532
3.15,0.97,3.391485432524903,-150.6532
3.2,0.97,3.3599471036256894,-150.6532
3.35,0.97,3.305046495746744,-150.6532
3.4,0.97,3.3022996800146087,-150.6532
3.45,0.97,3.299478167876054,-150.6532
3.5,0.97,3.2967534373711826,-150.6532
3.05,0.97,3.516228541699123,-150.65319
3.1,0.97,3.464941309767945,-150.65319
3.15,0.97,3.4070725788495984,-150.65319
3.2,0.97,3.3760266698486143,-150.65319
3.25,0.97,3.342666868817208,-150.65319
3.3,0.97,3.3242581824401434,-150.65319
2.0,0.97,2.6559554694795438,-150.653188
3.05,0.97,3.5298650417887014,-150.65318
3.1,0.97,3.479574361505522,-150.65318
3.15,0.97,3.422555597790481,-150.65318
3.2,0.97,3.3920202853692065,-150.65318
3.25,0.97,3.3590711027441396,-150.65318
3.3,0.97,3.34091436259005,-150.65318
3.35,0.97,3.3218760502677727,-150.65318
3.4,0.97,3.3192051526755417,-150.65318
3.45,0.97,3.316407571080012,-150.65318
3.5,0.97,3.3136524004843815,-150.65318
3.05,0.97,3.5433537908697503,-150.65317
3.1,0.97,3.49407828445263,-150.65317
3.15,0.97,3.4379312116243472,-150.65317
3.25,0.97,3.375405542658975,-150.65317
3.35,0.97,3.3386722528130157,-150.65317
2.9,0.97,3.6315042026289346,-150.6531608
3.05,0.97,3.5566923843761784,-150.65316
3.1,0.97,3.508450289259139,-150.65316
3.15,0.97,3.4531962026103598,-150.65316
3.2,0.97,3.407924322663802,-150.65316
3.3,0.97,3.3575182702301847,-150.65316
3.4,0.97,3.336092697657854,-150.65316
3.45,0.97,3.333335286335419,-150.65316
3.5,0.97,3.330566709764887,-150.65316
3.05,0.97,3.5698784649788453,-150.65315
3.1,0.97,3.5226876393133315,-150.65315
3.15,0.97,3.4683474120603983,-150.65315
3.2,0.97,3.4237352191688926,-150.65315
3.25,0.97,3.391666257166232,-150.65315
3.3,0.97,3.3740656566063008,-150.65315
3.35,0.97,3.3554305263051614,-150.65315
3.05,0.97,3.5829097219370416,-150.65314
3.1,0.97,3.5367876499594004,-150.65314
3.15,0.97,3.4833817394289883,-150.65314
3.2,0.97,3.4394494762920407,-150.65314
3.25,0.97,3.407849383788414,-150.65314
3.4,0.97,3.3529574805679103,-150.65314
3.45,0.97,3.350256221955483,-150.65314
3.5,0.97,3.3474910193953646,-150.65314
3.05,0.97,3.59578389046935,-150.65313
3.1,0.97,3.5507476877357216,-150.65313
3.15,0.97,3.498296141423044,-150.65313
3.2,0.97,3.455063658438026,-150.65313
3.25,0.97,3.4239511279674053,-150.65313
3.3,0.97,3.3905523455821576,-150.65313
3.35,0.97,3.3721463694818983,-150.65313
3.4,0.97,3.369794744507286,-150.65313
3.05,0.97,3.608498751143488,-150.65312
3.1,0.97,3.564565169633659,-150.65312
3.15,0.97,3.5130876311315617,-150.65312
3.2,0.97,3.4705743920509886,-150.65312
3.3,0.97,3.4069742326748798,-150.65312
3.35,0.97,3.388815356023919,-150.65312
3.45,0.97,3.367165364706122,-150.65312
3.5,0.97,3.364420062061599,-150.65312
3.05,0.97,3.621052129284743,-150.65311
3.1,0.97,3.578237562376665,-150.65311
3.15,0.97,3.5277532771753615,-150.65311
3.2,0.97,3.4859783646732168,-150.65311
3.25,0.97,3.4399677620744877,-150.65311
3.3,0.97,3.4233272840890496,-150.65311
3.4,0.97,3.3865998093360004,-150.65311
3.05,0.97,3.6334418944026057,-150.6531
3.1,0.97,3.591762381719383,-150.6531
3.15,0.97,3.5422902028769014,-150.6531
3.2,0.97,3.501272324021127,-150.6531
3.25,0.97,3.455895624430331,-150.6531
3.35,0.97,3.40543313366787,-150.6531
3.45,0.97,3.384057779258022,-150.6531
3.5,0.97,3.3813486486539484,-150.6531
3.05,0.97,3.657722281211064,-150.65309
3.05,0.97,3.6456659596351924,-150.65309
3.1,0.97,3.6183596043108492,-150.65309
3.1,0.97,3.6051371917664747,-150.65309
3.15,0.97,3.556695585450158,-150.65309
3.2,0.97,3.5164530770788898,-150.65309
3.25,0.97,3.471731118336209,-150.65309
3.3,0.97,3.439607535751717,-150.65309
3.35,0.97,3.42199542330742,-150.65309
3.4,0.97,3.403368070906731,-150.65309
3.45,0.97,3.400928607593048,-150.65309
3.05,0.97,3.669608857928037,-150.65308
3.1,0.97,3.631427278190975,-150.65308
3.15,0.97,3.570966655210505,-150.65308
3.2,0.97,3.5315174892100774,-150.65308
3.25,0.97,3.487470711117522,-150.65308
3.3,0.97,3.4558110923503165,-150.65308
3.35,0.97,3.438498018085383,-150.65308
3.4,0.97,3.4200950002740633,-150.65308
3.5,0.97,3.3982716679038854,-150.65308
3.05,0.97,3.6813237306485838,-150.65307
3.1,0.97,3.644337918666933,-150.65307
3.15,0.97,3.5990950384594123,-150.65307
3.15,0.97,3.585100694804496,-150.65307
3.2,0.97,3.546462483287637,-150.65307
3.25,0.97,3.5031109331806,-150.65307
3.3,0.97,3.4719341263752983,-150.65307
3.45,0.97,3.4177730683699927,-150.65307
3.5,0.97,3.415184085961569,-150.65307
2.8,0.97,3.6220281736310245,-150.6530655
3.05,0.97,3.69286498181143,-150.65306
3.1,0.97,3.657089276814875,-150.65306
3.15,0.97,3.612947071252405,-150.65306
3.2,0.97,3.5612850388424033,-150.65306
3.25,0.97,3.5186483770836223,-150.65306
3.3,0.97,3.487972877169105,-150.65306
3.35,0.97,3.4549367824795936,-150.65306
3.4,0.97,3.436776142882535,-150.65306
3.45,0.97,3.4345864562543387,-150.65306
3.05,0.97,3.704230734958955,-150.65305
3.1,0.97,3.6821053760043316,-150.65305
3.1,0.97,3.669679148939519,-150.65305
3.15,0.97,3.6266542283990404,-150.65305
3.2,0.97,3.575982191230327,-150.65305
3.25,0.97,3.5340796966223973,-150.65305
3.35,0.97,3.471307651385007,-150.65305
3.4,0.97,3.4534071177369814,-150.65305
3.5,0.97,3.4320809459200423,-150.65305
2.7,0.97,3.5233723620457322,-150.6530485
2.4,0.97,3.142655622948686,-150.6530423
3.05,0.97,3.7154191542799944,-150.65304
3.1,0.97,3.6943658430790345,-150.65304
3.15,0.97,3.640213994561027,-150.65304
3.2,0.97,3.5905510308185193,-150.65304
3.25,0.97,3.5494016059316245,-150.65304
3.3,0.97,3.503923649982957,-150.65304
3.35,0.97,3.4876066291942958,-150.65304
3.45,0.97,3.4513641412163802,-150.65304
2.9,0.97,3.7207557538121296,-150.6530323
3.05,0.97,3.7372568487918896,-150.65303
3.05,0.97,3.726428444167675,-150.65303
3.1,0.97,3.706458478804058,-150.65303
3.15,0.97,3.666881535787243,-150.65303
3.15,0.97,3.6536239031728774,-150.65303
3.2,0.97,3.604988702190168,-150.65303
3.25,0.97,3.564610878602195,-150.65303
3.3,0.97,3.519782815042784,-150.65303
3.4,0.97,3.469983616558405,-150.65303
3.5,0.97,3.448957367291347,-150.65303
3.05,0.97,3.74790265168604,-150.65302
3.1,0.97,3.7183812548715838,-150.65302
3.15,0.97,3.67998452143865,-150.65302
3.2,0.97,3.633459385058546,-150.65302
3.2,0.97,3.619292403368326,-150.65302
3.25,0.97,3.579704346814967,-150.65302
3.3,0.97,3.535546806625464,-150.65302
3.35,0.97,3.5038297888790066,-150.65302
3.4,0.97,3.486501402928377,-150.65302
3.45,0.97,3.4681015678018063,-150.65302
3.5,0.97,3.4658085454395113,-150.65302
2.8,0.97,1.8481820618887121,-150.6530117
3.05,0.97,3.758364175347678,-150.65301
3.1,0.97,3.741709327060988,-150.65301
3.1,0.97,3.730132185522796,-150.65301
3.15,0.97,3.692930536025335,-150.65301
3.2,0.97,3.647486949910274,-150.65301
3.25,0.97,3.594678900491401,-150.65301
3.3,0.97,3.5512121221464303,-150.65301
3.35,0.97,3.51997327107317,-150.65301
3.4,0.97,3.502956311424723,-150.65301
3.45,0.97,3.484794254378527,-150.65301
3.05,0.97,3.7686397808526833,-150.653
3.1,0.97,3.7531107773801367,-150.653
3.15,0.97,3.718342586331357,-150.653
3.15,0.97,3.7057173017088845,-150.653
3.2,0.97,3.6613724517968973,-150.653
3.25,0.97,3.609531486461353,-150.653
3.3,0.97,3.566775321259574,-150.653
3.35,0.97,3.536033283161075,-150.653
3.4,0.97,3.5193442467510447,-150.653
3.45,0.97,3.5014377923632924,-150.653
3.5,0.97,3.482629750975092,-150.653
3.05,0.97,3.788626872364958,-150.65299
3.05,0.97,3.7787278674826266,-150.65299
3.1,0.97,3.7753792011675475,-150.65299
3.1,0.97,3.764334675508598,-150.65299
3.15,0.97,3.7308042028495674,-150.65299
3.2,0.97,3.6887069340978296,-150.65299
3.2,0.97,3.675113295114313,-150.65299
3.25,0.97,3.6242591076482644,-150.65299
3.3,0.97,3.582233024970257,-150.65299
3.35,0.97,3.55200609837076,-150.65299
3.5,0.97,3.499416329115636,-150.65299
3.05,0.97,3.79833527012569,-150.65298
3.1,0.97,3.7862425743438206,-150.65298
3.15,0.97,3.755227905697484,-150.65298
3.15,0.97,3.743100008786212,-150.65298
3.2,0.97,3.702150872157234,-150.65298
3.25,0.97,3.653327743068893,-150.65298
3.25,0.97,3.638858822271919,-150.65298
3.3,0.97,3.597581914762148,-150.65298
3.35,0.97,3.5678880548746243,-150.65298
3.4,0.97,3.5356611828624076,-150.65298
3.45,0.97,3.518027845431382,-150.65298
3.0,0.97,3.819549537376789,-150.6529731
3.05,0.97,3.80785157255424,-150.65297
3.1,0.97,3.796923054876784,-150.65297
3.15,0.97,3.7671858386568653,-150.65297
3.2,0.97,3.7285799011509186,-150.65297
3.2,0.97,3.7154426612297846,-150.65297
3.25,0.97,3.6676630365307608,-150.65297
3.3,0.97,3.6128187317385074,-150.65297
3.35,0.97,3.583675554898417,-150.65297
3.4,0.97,3.5519031620893498,-150.65297
3.45,0.97,3.534560148712422,-150.65297
3.5,0.97,3.516163699016166,-150.65297
3.05,0.97,3.8171743282800996,-150.65296
3.1,0.97,3.817728574249638,-150.65296
3.1,0.97,3.8074189420589,-150.65296
3.15,0.97,3.790583807613445,-150.65296
3.15,0.97,3.7789717957547304,-150.65296
3.2,0.97,3.7415602390424114,-150.65296
3.25,0.97,3.681861922160087,-150.65296
3.3,0.97,3.6429434047085363,-150.65296
3.3,0.97,3.6279402757784327,-150.65296
3.35,0.97,3.5993650638397394,-150.65296
3.4,0.97,3.5680662942621586,-150.65296
3.45,0.97,3.551030507975137,-150.65296
3.5,0.97,3.5328673530735104,-150.65296
3.05,0.97,3.835233576482421,-150.65295
3.05,0.97,3.826302122461024,-150.65295
3.1,0.97,3.8278503285023913,-150.65295
3.15,0.97,3.8020199469175986,-150.65295
3.2,0.97,3.7670410301042994,-150.65295
3.2,0.97,3.754381368717729,-150.65295
3.25,0.97,3.7098396086465946,-150.65295
3.25,0.97,3.6959216717441863,-150.65295
3.3,0.97,3.657825033490403,-150.65295
3.35,0.97,3.614953109397059,-150.65295
3.4,0.97,3.584146755837218,-150.65295
3.45,0.97,3.5674347988036534,-150.65295
3.5,0.97,3.5495228562080565,-150.65295
3.05,0.97,3.8439673476676397,-150.65294
3.1,0.97,3.847523902727038,-150.65294
3.1,0.97,3.837782620204069,-150.65294
3.15,0.97,3.8243571061964254,-150.65294
3.15,0.97,3.8132783279590496,-150.65294
3.2,0.97,3.779537008682413,-150.65294
3.25,0.97,3.723613107116168,-150.65294
3.3,0.97,3.6725821334241573,-150.65294
3.35,0.97,3.6304362807101382,-150.65294
3.4,0.97,3.6001407890270416,-150.65294
3.05,0.97,3.8525021289988786,-150.65293
3.1,0.97,3.857072667093096,-150.65293
3.15,0.97,3.83525447782876,-150.65293
3.2,0.97,3.8040292838462397,-150.65293
3.2,0.97,3.7918671349404662,-150.65293
3.25,0.97,3.7507165361558474,-150.65293
3.25,0.97,3.737239591613691,-150.65293
3.3,0.97,3.6872117313683552,-150.65293
3.35,0.97,3.6458112275126613,-150.65293
3.4,0.97,3.616044700935478,-150.65293
3.45,0.97,3.583768965767743,-150.65293
3.5,0.97,3.5661258451262468,-150.65293
3.05,0.97,3.8689696707198196,-150.65292
3.05,0.97,3.860836648848404,-150.65292
3.1,0.97,3.8755867917543854,-150.65292
3.1,0.97,3.866427441649163,-150.65292
3.15,0.97,3.8564979873145258,-150.65292
3.15,0.97,3.845968679382925,-150.65292
3.2,0.97,3.8160213743339133,-150.65292
3.25,0.97,3.7640414636763913,-150.65292
3.3,0.97,3.7160768019496597,-150.65292
3.3,0.97,3.7017109089764095,-150.65292
3.35,0.97,3.661074659297754,-150.65292
3.4,0.97,3.6318548626994223,-150.65292
3.45,0.97,3.6000290215892345,-150.65292
3.5,0.97,3.582672027566912,-150.65292
2.9,0.97,3.789947586060229,-150.6529164
3.05,0.97,3.876899992999118,-150.65291
3.1,0.97,3.884549319478355,-150.65291
3.15,0.97,3.876995225473192,-150.65291
3.15,0.97,3.866840717621943,-150.65291
3.2,0.97,3.8394872726533804,-150.65291
3.2,0.97,3.8278413688064967,-150.65291
3.25,0.97,3.790225600258887,-150.65291
3.25,0.97,3.777211945404326,-150.65291
3.3,0.97,3.7303065993071822,-150.65291
3.35,0.97,3.6912541096734017,-150.65291
3.35,0.97,3.676223344496987,-150.65291
3.4,0.97,3.6475677086382303,-150.65291
3.45,0.97,3.616211046306595,-150.65291
3.5,0.97,3.599157181534313,-150.65291
2.8,0.97,3.6906432284076462,-150.6529004
3.05,0.97,3.892147905309892,-150.6529
3.05,0.97,3.8846264487152378,-150.6529
3.1,0.97,3.9018784978779415,-150.6529
3.1,0.97,3.8933136633101544,-150.6529
3.15,0.97,3.886959904845293,-150.6529
3.2,0.97,3.862249042168037,-150.6529
3.2,0.97,3.850957133782675,-150.6529
3.25,0.97,3.815773139961698,-150.6529
3.25,0.97,3.803080094261103,-150.6529
3.3,0.97,3.7583469255763244,-150.6529
3.3,0.97,3.744397542672376,-150.6529
3.35,0.97,3.706163838728968,-150.6529
3.4,0.97,3.663179735411926,-150.6529
3.45,0.97,3.6323111864395683,-150.6529
3.5,0.97,3.61557715452054,-150.6529
3.0,0.97,3.8892875916774656,-150.652891
3.05,0.97,3.8994632644164082,-150.65289
3.1,0.97,3.910242533678803,-150.65289
3.15,0.97,3.906313546026419,-150.65289
3.15,0.97,3.896733188175833,-150.65289
3.2,0.97,3.884291568309129,-150.65289
3.2,0.97,3.8733611294096617,-150.65289
3.25,0.97,3.8283024958850884,-150.65289
3.3,0.97,3.7721520927778966,-150.65289
3.35,0.97,3.7209494721268768,-150.65289
3.4,0.97,3.678687501189162,-150.65289
3.45,0.97,3.6483256541555376,-150.65289
3.5,0.97,3.631927862719743,-150.65289
3.05,0.97,3.913471466390728,-150.65288
3.05,0.97,3.9065714616473572,-150.65288
3.1,0.97,3.926363228761564,-150.65288
3.1,0.97,3.918404516818602,-150.65288
3.15,0.97,3.924889556215863,-150.65288
3.15,0.97,3.91569948675773,-150.65288
3.2,0.97,3.8950385724577923,-150.65288
3.25,0.97,3.8528613991409495,-150.65288
3.25,0.97,3.840665965989218,-150.65288
3.3,0.97,3.799319411285562,-150.65288
3.3,0.97,3.785810439600526,-150.65288
3.35,0.97,3.750136492048398,-150.65288
3.35,0.97,3.735608006128946,-150.65288
3.4,0.97,3.694087624825793,-150.65288
3.45,0.97,3.6642507264391826,-150.65288
3.5,0.97,3.6482052902364406,-150.65288
3.05,0.97,3.920162281614439,-150.65287
3.1,0.97,3.9416661402693687,-150.65287
3.1,0.97,3.934117486089351,-150.65287
3.15,0.97,3.9426764503190053,-150.65287
3.15,0.97,3.9338823374297,-150.65287
3.2,0.97,3.9159753324396456,-150.65287
3.2,0.97,3.9056003958384005,-150.65287
3.25,0.97,3.8767397715584493,-150.65287
3.25,0.97,3.8648866886067625,-150.65287
3.3,0.97,3.8258792560330064,-150.65287
3.3,0.97,3.8126765023620814,-150.65287
3.35,0.97,3.7645320355181973,-150.65287
3.4,0.97,3.724551719688416,-150.65287
3.4,0.97,3.7093767850548276,-150.65287
3.45,0.97,3.6800827442668194,-150.65287
3.5,0.97,3.6644054882900146,-150.65287
3.05,0.97,3.9329125221578813,-150.65286
3.05,0.97,3.9266429436789645,-150.65286
3.1,0.97,3.949008077432076,-150.65286
3.15,0.97,3.9596633335790905,-150.65286
3.15,0.97,3.951270551412994,-150.65286
3.2,0.97,3.9361579190639007,-150.65286
3.2,0.97,3.9261617158833375,-150.65286
3.25,0.97,3.89992128327022,-150.65286
3.25,0.97,3.88841862859355,-150.65286
3.3,0.97,3.83892526357737,-150.65286
3.35,0.97,3.792912984959386,-150.65286
