r0,r1,r2,E
1.559005523067,0.937500000000,0.937500000000,-76.111633464635
1.487537513046,0.937500000000,0.937500000000,-76.110562512897
1.632483069308,1.025000000000,0.937500000000,-76.110365633768
1.626374347597,1.025000000000,1.025000000000,-76.110361669208
1.557866843574,1.025000000000,0.937500000000,-76.110308916349
1.623797632096,0.937500000000,0.937500000000,-76.109841968214
1.704512705220,1.025000000000,1.025000000000,-76.109523379223
1.541271605332,1.025000000000,1.025000000000,-76.108154757511
1.700137862057,1.025000000000,0.937500000000,-76.107651756627
1.476613109678,1.025000000000,0.937500000000,-76.107112631168
1.409699639023,0.937500000000,0.937500000000,-76.106247244561
1.775352077758,1.025000000000,1.025000000000,-76.105994034979
1.449568901432,1.025000000000,1.025000000000,-76.102644398426
1.696629138833,1.112500000000,1.025000000000,-76.100528957476
1.389075681883,1.025000000000,0.937500000000,-76.100512587951
1.629859764487,1.112500000000,0.937500000000,-76.100157776013
1.608092829140,1.112500000000,1.025000000000,-76.099291384526
1.707283287038,1.112500000000,0.937500000000,-76.099248098024
1.777931003424,1.112500000000,1.025000000000,-76.098840424995
1.325825214725,0.937500000000,0.937500000000,-76.098416486711
1.545584672247,1.112500000000,0.937500000000,-76.098056084471
1.777507032335,1.112500000000,0.937500000000,-76.095673722206
1.512706597460,1.112500000000,1.025000000000,-76.094879558358
1.487046727689,0.937500000000,0.850000000000,-76.094569199125
1.851646227010,1.112500000000,1.025000000000,-76.094555687031
1.548638514954,0.937500000000,0.850000000000,-76.093707532207
1.562034212460,1.025000000000,0.850000000000,-76.092876958236
1.454841056611,1.112500000000,0.937500000000,-76.092688800732
1.419119129295,0.937500000000,0.850000000000,-76.092499965850
1.491347439764,1.025000000000,0.850000000000,-76.091937841431
1.765211182148,1.112500000000,1.112500000000,-76.091024880831
1.626153436795,1.025000000000,0.850000000000,-76.090990129252
1.672843571641,1.112500000000,1.112500000000,-76.090633569244
1.850019887373,1.112500000000,1.112500000000,-76.088599759381
1.414413974034,1.025000000000,0.850000000000,-76.087795844366
1.573312588140,1.112500000000,1.112500000000,-76.087188209938
1.345151429710,0.937500000000,0.850000000000,-76.087110627231
1.768422984173,1.200000000000,1.025000000000,-76.085636291103
1.676818246818,1.200000000000,1.025000000000,-76.085294187070
1.703305345932,1.200000000000,0.937500000000,-76.084933163219
1.616350884708,1.200000000000,0.937500000000,-76.083843422208
1.926906523420,1.112500000000,1.112500000000,-76.083662650711
1.852572871338,1.200000000000,1.025000000000,-76.083189347605
1.783239740703,1.200000000000,0.937500000000,-76.083156839428
1.578171410209,1.200000000000,1.025000000000,-76.081931247633
1.565135064156,1.112500000000,0.850000000000,-76.081466521548
1.638263193587,1.112500000000,0.850000000000,-76.081328126754
1.331587398559,1.025000000000,0.850000000000,-76.080180162092
1.522795537819,1.200000000000,0.937500000000,-76.079649600598
1.855776454749,1.200000000000,0.937500000000,-76.078828866219
1.485602204844,1.112500000000,0.850000000000,-76.078539170865
1.704635224909,1.112500000000,0.850000000000,-76.078480143287
1.928892169096,1.200000000000,1.025000000000,-76.078249959638
1.265466811102,0.937500000000,0.850000000000,-76.078119877968
1.472243186434,0.850000000000,0.850000000000,-76.078101610892
1.413498340914,0.850000000000,0.850000000000,-76.077932807309
1.739586497771,1.200000000000,1.112500000000,-76.076860714407
1.835402707970,1.200000000000,1.112500000000,-76.076471704864
1.348700678495,0.850000000000,0.850000000000,-76.074748580343
1.636354561212,1.200000000000,1.112500000000,-76.074339161842
1.923387900143,1.200000000000,1.112500000000,-76.073393703206
1.400055802459,1.112500000000,0.850000000000,-76.072286824816
1.278127672714,0.850000000000,0.850000000000,-76.068150943483
2.003161563629,1.200000000000,1.112500000000,-76.067898066461
1.640271578736,1.200000000000,0.850000000000,-76.065908827835
1.715568186352,1.200000000000,0.850000000000,-76.064800487986
1.558452255325,1.200000000000,0.850000000000,-76.064103287614
1.804415537950,1.200000000000,1.200000000000,-76.063326724895
1.904048016699,1.200000000000,1.200000000000,-76.062265078010
1.697056274848,1.200000000000,1.200000000000,-76.061609097371
1.783956277491,1.200000000000,0.850000000000,-76.061103557436
1.470544116985,1.200000000000,0.850000000000,-76.059141507344
1.995527069526,1.200000000000,1.200000000000,-76.058631338941
1.202081528017,0.850000000000,0.850000000000,-76.057842096564
2.078460969083,1.200000000000,1.200000000000,-76.052665632994
